DBN,District,School Name,Is Org Split-Sited,Building ID(s),Transfer School,Total Enrollment,Grades PK-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiple Race Categories Not Represented,% White,% SWD,% ELL,% Poverty,ELA # Tested,ELA # Proficient (L3&4),ELA % Proficient (L3&4),Math # Tested,Math # Proficient (L3&4),Math % Proficient (L3&4),2017-18 Total 4-year August Grad Cohort,2017-18 % 4-year August Graduates,2017-18 Total 6-year Grad Cohort,2017-18 % 6-year Graduates
11X544,11,High School for Contemporary Arts,false,X425,false,395,0,0,395,0.018,0.392,0.542,0.013,0.035,0.248,0.172,0.79,No Data,No Data,No Data,No Data,No Data,No Data,120,74.2%,121,73.6%
11X545,11,Bronx Aerospace High School,false,X425,false,322,0,0,322,0.053,0.376,0.528,0.022,0.022,0.264,0.18,0.783,No Data,No Data,No Data,No Data,No Data,No Data,88,63.6%,88,77.3%
11X556,11,Bronx Park Middle School,false,X135,false,405,0,405,0,0.074,0.188,0.61,0.015,0.114,0.188,0.205,0.931,356,141,39.6%,370,97,26.2%,No Data,No Data,No Data,No Data
11X566,11,Pelham Gardens Middle School,false,X144,false,474,0,474,0,0.042,0.542,0.34,0.032,0.044,0.236,0.086,0.762,453,160,35.3%,464,100,21.6%,No Data,No Data,No Data,No Data
11X567,11,Linden Tree Elementary School,false,X127,false,387,387,0,0,0.181,0.14,0.643,0.016,0.021,0.258,0.284,0.765,165,48,29.1%,170,44,25.9%,No Data,No Data,No Data,No Data
12X006,12,P.S. 006 West Farms,false,X006,false,532,532,0,0,0.008,0.233,0.744,0.006,0.009,0.265,0.092,0.979,233,59,25.3%,234,48,20.5%,No Data,No Data,No Data,No Data
12X044,12,P.S. 044 David C. Farragut,false,X044,false,285,285,0,0,0.007,0.358,0.625,0.004,0.007,0.168,0.172,0.975,116,37,31.9%,121,48,39.7%,No Data,No Data,No Data,No Data
12X057,12,P.S. 057 Crescent,false,X057,false,571,571,0,0,0.014,0.249,0.687,0.028,0.023,0.233,0.173,0.912,241,50,20.7%,250,53,21.2%,No Data,No Data,No Data,No Data
12X061,12,P.S. 061 Francisco Oller,false,X061,false,294,294,0,0,0.007,0.177,0.793,0.017,0.007,0.173,0.105,0.946,121,41,33.9%,124,42,33.9%,No Data,No Data,No Data,No Data
12X066,12,P.S. 066 School of Higher Expectations,false,X066,false,598,598,0,0,0.018,0.268,0.684,0.008,0.022,0.212,0.135,0.885,249,81,32.5%,248,92,37.1%,No Data,No Data,No Data,No Data
12X098,12,J.H.S. 098 Herman Ridder,false,X098,false,266,0,266,0,0.034,0.252,0.684,0.019,0.011,0.271,0.357,0.925,221,38,17.2%,253,34,13.4%,No Data,No Data,No Data,No Data
12X129,12,M.S. 129 Academy for Independent Learning and Leadership,false,X129,false,541,0,541,0,0.031,0.233,0.706,0.011,0.018,0.257,0.135,0.898,483,164,34.0%,484,157,32.4%,No Data,No Data,No Data,No Data
12X190,12,E.S.M.T- I.S. 190,false,X061,false,276,0,276,0,0.014,0.297,0.674,0.011,0.004,0.221,0.123,0.938,258,66,25.6%,258,39,15.1%,No Data,No Data,No Data,No Data
12X195,12,P.S. 195,false,X077,false,881,881,0,0,0.024,0.134,0.823,0.017,0.002,0.215,0.318,0.904,410,101,24.6%,421,102,24.2%,No Data,No Data,No Data,No Data
12X196,12,P.S. 196,false,X077,false,885,885,0,0,0.01,0.14,0.811,0.025,0.014,0.208,0.337,0.872,420,98,23.3%,433,124,28.6%,No Data,No Data,No Data,No Data
12X211,12,P.S. 211,false,X193,false,571,365,206,0,0.002,0.13,0.855,0.007,0.007,0.215,0.187,0.914,347,70,20.2%,358,73,20.4%,No Data,No Data,No Data,No Data
12X212,12,P.S. 212,false,X198,false,180,180,0,0,0,0.283,0.689,0.011,0.017,0.122,0.267,0.983,72,19,26.4%,75,11,14.7%,No Data,No Data,No Data,No Data
12X214,12,P.S. 214,false,X167,false,1097,626,471,0,0.026,0.244,0.7,0.016,0.013,0.199,0.143,0.854,741,189,25.5%,755,159,21.1%,No Data,No Data,No Data,No Data
12X217,12,School of Performing Arts,false,X116,false,339,0,339,0,0.006,0.336,0.611,0.032,0.015,0.292,0.159,0.888,305,42,13.8%,302,51,16.9%,No Data,No Data,No Data,No Data
12X242,12,Mott Hall V,false,X423,false,672,0,300,372,0.025,0.162,0.786,0.018,0.009,0.302,0.147,0.882,278,73,26.3%,190,49,25.8%,99,88.9%,97,92.8%
12X251,12,Explorations Academy,false,X098,false,326,0,0,326,0.015,0.279,0.69,0.009,0.006,0.264,0.218,0.871,No Data,No Data,No Data,No Data,No Data,No Data,106,72.6%,84,73.8%
12X267,12,Bronx Latin,false,X158,false,580,0,242,338,0.016,0.19,0.778,0.005,0.012,0.248,0.143,0.948,221,74,33.5%,144,45,31.3%,81,93.8%,62,90.3%
12X273,12,Frederick Douglass Academy V. Middle School,false,X057,false,220,0,220,0,0.027,0.341,0.609,0.018,0.005,0.236,0.164,0.886,189,42,22.2%,188,26,13.8%,No Data,No Data,No Data,No Data
12X286,12,Fannie Lou Hamer Middle School,false,X066,false,280,0,280,0,0.011,0.25,0.714,0,0.025,0.229,0.164,0.832,256,65,25.4%,259,42,16.2%,No Data,No Data,No Data,No Data
12X300,12,The School of Science and Applied Learning,false,X129,false,601,601,0,0,0.005,0.339,0.641,0.003,0.012,0.304,0.151,0.91,286,82,28.7%,286,78,27.3%,No Data,No Data,No Data,No Data
12X314,12,Fairmont Neighborhood School,false,X050,false,309,309,0,0,0,0.382,0.605,0,0.013,0.298,0.142,0.945,134,24,17.9%,139,23,16.5%,No Data,No Data,No Data,No Data
12X316,12,Kappa III,false,X129,false,387,0,387,0,0.021,0.258,0.705,0.013,0.003,0.269,0.098,0.91,360,128,35.6%,360,108,30.0%,No Data,No Data,No Data,No Data
12X318,12,"I.S. X318 Math, Science & Technology Through Arts",false,X193,false,252,0,252,0,0.012,0.329,0.643,0.008,0.008,0.306,0.135,0.948,218,50,22.9%,216,29,13.4%,No Data,No Data,No Data,No Data
12X341,12,Accion Academy,false,X116,false,395,0,395,0,0.01,0.185,0.785,0.005,0.015,0.233,0.304,0.959,341,69,20.2%,368,34,9.2%,No Data,No Data,No Data,No Data
12X383,12,Emolior Academy,false,X167,false,328,0,328,0,0.04,0.238,0.646,0.034,0.043,0.226,0.207,0.899,305,105,34.4%,315,68,21.6%,No Data,No Data,No Data,No Data
12X388,12,Pan American International High School at Monroe,false,X420,false,444,0,0,444,0,0.005,0.991,0.005,0,0.032,0.878,0.989,No Data,No Data,No Data,No Data,No Data,No Data,99,76.8%,60,85.0%
12X446,12,Arturo A. Schomburg Satellite Academy Bronx,false,X401,true,182,0,0,182,0,0.368,0.577,0.011,0.044,0.209,0.148,0.868,No Data,No Data,No Data,No Data,No Data,No Data,95,13.7%,99,43.4%
12X458,12,Samara Community School,false,X050,false,249,249,0,0,0.004,0.116,0.876,0,0.004,0.225,0.181,0.956,79,21,26.6%,82,26,31.7%,No Data,No Data,No Data,No Data
12X463,12,Urban Scholars Community School,false,X198,false,301,301,0,0,0.017,0.455,0.512,0.01,0.007,0.286,0.15,0.957,122,48,39.3%,126,45,35.7%,No Data,No Data,No Data,No Data
12X478,12,The Cinema School,false,X423,false,317,0,0,317,0.016,0.161,0.729,0.06,0.035,0.199,0.047,0.779,No Data,No Data,No Data,No Data,No Data,No Data,68,88.2%,76,94.7%
12X479,12,Bronx Career and College Preparatory High School,false,X158,false,268,0,0,268,0.026,0.358,0.593,0.019,0.004,0.284,0.239,0.858,No Data,No Data,No Data,No Data,No Data,No Data,90,57.8%,85,52.9%
12X480,12,Bronx Regional High School,false,X401,true,181,0,0,181,0.028,0.337,0.602,0.006,0.028,0.188,0.099,0.895,No Data,No Data,No Data,No Data,No Data,No Data,93,9.7%,130,40.0%
12X511,12,Bronx Envision Academy,false,X098,false,418,0,0,418,0.019,0.328,0.596,0.031,0.026,0.239,0.167,0.873,No Data,No Data,No Data,No Data,No Data,No Data,90,68.9%,89,76.4%
12X521,12,The Metropolitan Soundview High School,false,X420,false,423,0,0,423,0.026,0.232,0.719,0.007,0.017,0.239,0.156,0.913,No Data,No Data,No Data,No Data,No Data,No Data,119,68.1%,123,82.9%
12X531,12,Archer Elementary School,false,X102,false,484,484,0,0,0.14,0.236,0.572,0.031,0.021,0.281,0.229,0.955,203,59,29.1%,208,48,23.1%,No Data,No Data,No Data,No Data
12X536,12,P.S. 536,false,X102,false,416,416,0,0,0.089,0.236,0.627,0.024,0.024,0.185,0.188,0.94,186,53,28.5%,189,41,21.7%,No Data,No Data,No Data,No Data
12X550,12,High School of World Cultures,false,X420,true,459,0,0,459,0.094,0.092,0.756,0.013,0.046,0.039,0.797,0.972,No Data,No Data,No Data,No Data,No Data,No Data,101,44.6%,103,61.2%
12X595,12,P.S. 595,false,X092,false,155,155,0,0,0,0.284,0.677,0.006,0.032,0.213,0.142,0.916,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
12X691,12,Bronx Little School,false,X102,false,311,311,0,0,0.161,0.158,0.646,0.023,0.013,0.212,0.203,0.884,134,49,36.6%,144,55,38.2%,No Data,No Data,No Data,No Data
13K020,13,P.S. 020 Clinton Hill,false,K020,false,481,481,0,0,0.029,0.43,0.208,0.058,0.274,0.148,0.048,0.584,167,94,56.3%,170,105,61.8%,No Data,No Data,No Data,No Data
13K044,13,P.S. 044 Marcus Garvey,false,K044,false,119,119,0,0,0.008,0.832,0.126,0,0.034,0.252,0.084,0.95,39,15,38.5%,39,12,30.8%,No Data,No Data,No Data,No Data
13K046,13,P.S. 046 Edward C. Blum,false,K046,false,260,260,0,0,0.027,0.492,0.438,0.023,0.019,0.281,0.146,0.885,115,33,28.7%,113,31,27.4%,No Data,No Data,No Data,No Data
13K054,13,P.S. 054 Samuel C. Barnes,false,K054,false,226,226,0,0,0.071,0.527,0.314,0.035,0.053,0.186,0.111,0.881,77,24,31.2%,76,25,32.9%,No Data,No Data,No Data,No Data
13K056,13,P.S. 056 Lewis H. Latimer,false,K056,false,264,264,0,0,0.042,0.527,0.148,0.038,0.246,0.239,0.049,0.648,94,33,35.1%,91,24,26.4%,No Data,No Data,No Data,No Data
13K067,13,P.S. 067 Charles A. Dorsey,false,K067,false,217,217,0,0,0.041,0.613,0.304,0.014,0.028,0.323,0.083,0.982,87,27,31.0%,88,16,18.2%,No Data,No Data,No Data,No Data
13K113,13,M.S. 113 Ronald Edmonds Learning Center,false,K113,false,343,0,343,0,0.061,0.638,0.259,0.023,0.017,0.312,0.05,0.88,315,77,24.4%,312,63,20.2%,No Data,No Data,No Data,No Data
13K133,13,P.S. 133 William A. Butler,false,K317,false,751,751,0,0,0.036,0.246,0.33,0.081,0.306,0.165,0.048,0.334,281,189,67.3%,282,176,62.4%,No Data,No Data,No Data,No Data
13K256,13,P.S. 256 Benjamin Banneker,false,K256,false,245,245,0,0,0.012,0.686,0.269,0.004,0.029,0.18,0.114,0.976,97,38,39.2%,100,30,30.0%,No Data,No Data,No Data,No Data
13K265,13,Dr. Susan S. McKinney Secondary School of the Arts,false,K265,false,313,0,90,223,0.019,0.709,0.243,0.016,0.013,0.281,0.038,0.895,78,18,23.1%,70,8,11.4%,48,70.8%,92,87.0%
13K266,13,M.S. K266 - Park Place Community Middle School,false,K902,false,160,0,160,0,0.025,0.712,0.225,0.006,0.031,0.319,0.063,0.813,113,38,33.6%,116,32,27.6%,No Data,No Data,No Data,No Data
13K270,13,P.S. 270 Johann DeKalb,false,K270,false,112,112,0,0,0.036,0.652,0.286,0.018,0.009,0.339,0.071,0.866,41,12,29.3%,40,5,12.5%,No Data,No Data,No Data,No Data
13K287,13,P.S. 287 Bailey K. Ashford,false,K287,false,145,145,0,0,0.055,0.648,0.214,0.041,0.041,0.248,0.062,0.917,63,6,9.5%,62,4,6.5%,No Data,No Data,No Data,No Data
13K301,13,Satellite East Middle School,false,K305,false,94,0,94,0,0.085,0.681,0.16,0.032,0.043,0.287,0.128,0.947,81,17,21.0%,83,13,15.7%,No Data,No Data,No Data,No Data
13K305,13,P.S. 305 Dr. Peter Ray,false,K305,false,142,142,0,0,0.056,0.697,0.141,0.028,0.077,0.282,0.141,0.944,68,18,26.5%,68,13,19.1%,No Data,No Data,No Data,No Data
13K313,13,Dock Street School for STEAM Studies,false,K611,false,277,0,277,0,0.072,0.657,0.181,0.022,0.069,0.22,0.004,0.643,241,162,67.2%,242,120,49.6%,No Data,No Data,No Data,No Data
13K350,13,Urban Assembly School for Music and Art,false,K805,false,207,0,0,207,0.005,0.744,0.222,0.01,0.019,0.237,0.043,0.865,No Data,No Data,No Data,No Data,No Data,No Data,50,78.0%,78,87.2%
13K351,13,The Urban Assembly Unison School,false,K056,false,161,0,161,0,0.025,0.82,0.137,0.006,0.012,0.354,0.075,0.814,137,34,24.8%,133,23,17.3%,No Data,No Data,No Data,No Data
13K412,13,Brooklyn Community Arts & Media High School (BCAM),false,K117,false,421,0,0,421,0.01,0.691,0.264,0.026,0.01,0.264,0.036,0.879,No Data,No Data,No Data,No Data,No Data,No Data,88,76.1%,82,81.7%
13K419,13,"Science Skills Center High School for Science, Technology and the Creative Arts",false,K805,false,571,0,1,570,0.081,0.667,0.177,0.033,0.042,0.144,0.033,0.827,No Data,No Data,No Data,No Data,No Data,No Data,139,90.6%,138,90.6%
13K439,13,Brooklyn International High School,false,K805,false,359,0,0,359,0.251,0.206,0.435,0,0.109,0.031,0.763,0.783,No Data,No Data,No Data,No Data,No Data,No Data,77,77.9%,86,86.0%
13K483,13,The Urban Assembly School for Law and Justice,false,K313,false,435,0,0,435,0.023,0.655,0.262,0.039,0.021,0.172,0.021,0.694,No Data,No Data,No Data,No Data,No Data,No Data,111,92.8%,104,97.1%
13K492,13,Academy of Arts and Letters,false,K020,false,528,332,196,0,0.059,0.299,0.153,0.095,0.394,0.208,0.006,0.223,220,169,76.8%,211,159,75.4%,No Data,No Data,No Data,No Data
13K499,13,ACORN Community High School,false,K909,false,150,0,0,150,0.04,0.773,0.133,0.027,0.027,0.26,0.047,0.847,No Data,No Data,No Data,No Data,No Data,No Data,69,72.5%,122,75.4%
13K527,13,Urban Assembly Institute of Math and Science for Young Women,false,K313,false,500,0,205,295,0.098,0.618,0.15,0.03,0.104,0.168,0.068,0.82,172,83,48.3%,142,42,29.6%,68,86.8%,61,88.5%
13K553,13,Brooklyn Academy High School,false,K458,true,225,0,0,225,0.009,0.818,0.169,0.004,0,0.271,0.013,0.844,No Data,No Data,No Data,No Data,No Data,No Data,67,17.9%,72,52.8%
13K594,13,Gotham Professional Arts Academy,false,K909,false,178,0,0,178,0.006,0.781,0.202,0.006,0.006,0.36,0.039,0.787,No Data,No Data,No Data,No Data,No Data,No Data,21,90.5%,34,73.5%
13K605,13,George Westinghouse Career and Technical Education High School,false,K580,false,776,0,0,776,0.04,0.686,0.232,0.026,0.017,0.179,0.023,0.767,No Data,No Data,No Data,No Data,No Data,No Data,131,74.8%,129,87.6%
13K616,13,Brooklyn High School for Leadership and Community Service,false,K117,true,205,0,0,205,0.01,0.673,0.298,0.015,0.005,0.234,0.063,0.805,No Data,No Data,No Data,No Data,No Data,No Data,93,8.6%,93,37.6%
13K674,13,"City Polytechnic High School of Engineering, Architecture, and Technology",false,K580,false,426,0,0,426,0.073,0.634,0.218,0.023,0.052,0.192,0.016,0.763,No Data,No Data,No Data,No Data,No Data,No Data,110,76.4%,105,81.0%
13K691,13,Fort Greene Preparatory Academy,false,K046,false,215,0,215,0,0.037,0.656,0.265,0.028,0.014,0.307,0.056,0.916,200,44,22.0%,196,28,14.3%,No Data,No Data,No Data,No Data
13K869,13,District 13 PRE-K Center,false,K611,false,67,67,0,0,0.075,0.015,0.149,0,0.761,0.045,0,0.06,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
14K016,14,P.S. 016 Leonard Dunkly,false,K016,false,222,222,0,0,0,0.378,0.604,0.005,0.014,0.324,0.027,0.887,92,25,27.2%,91,24,26.4%,No Data,No Data,No Data,No Data
14K017,14,P.S. 017 Henry D. Woodworth,false,K017,false,297,297,0,0,0.01,0.047,0.828,0.007,0.108,0.35,0.199,0.687,120,45,37.5%,116,60,51.7%,No Data,No Data,No Data,No Data
14K023,14,P.S. 023 Carter G. Woodson,false,K023,false,291,291,0,0,0.01,0.509,0.443,0.024,0.014,0.344,0.086,0.897,106,47,44.3%,103,33,32.0%,No Data,No Data,No Data,No Data
14K050,14,J.H.S. 050 John D. Wells,false,K050,false,324,0,324,0,0.012,0.207,0.753,0.009,0.019,0.299,0.176,0.889,248,100,40.3%,172,66,38.4%,No Data,No Data,No Data,No Data
14K059,14,P.S. 059 William Floyd,false,K059,false,336,336,0,0,0.018,0.539,0.414,0.018,0.012,0.256,0.077,0.946,130,41,31.5%,134,50,37.3%,No Data,No Data,No Data,No Data
14K071,14,Juan Morel Campos Secondary School,false,K071,false,515,0,186,329,0.01,0.194,0.728,0.008,0.06,0.34,0.278,0.852,145,40,27.6%,140,34,24.3%,77,68.8%,111,58.6%
14K120,14,P.S. 120 Carlos Tapia,false,K120,false,381,381,0,0,0.013,0.194,0.738,0.01,0.045,0.21,0.165,0.874,158,56,35.4%,158,45,28.5%,No Data,No Data,No Data,No Data
14K126,14,John Ericsson Middle School 126,false,K126,false,369,0,369,0,0.005,0.214,0.688,0,0.092,0.263,0.089,0.864,314,88,28.0%,311,82,26.4%,No Data,No Data,No Data,No Data
14K147,14,P.S. 147 Isaac Remsen,false,K147,false,360,360,0,0,0.053,0.181,0.569,0.067,0.131,0.175,0.125,0.706,95,46,48.4%,92,39,42.4%,No Data,No Data,No Data,No Data
14K196,14,P.S. 196 Ten Eyck,false,K196,false,327,327,0,0,0.006,0.205,0.749,0.009,0.031,0.226,0.098,0.862,115,51,44.3%,112,49,43.8%,No Data,No Data,No Data,No Data
14K297,14,P.S. 297 Abraham Stockton,false,K297,false,204,204,0,0,0.015,0.373,0.574,0.029,0.01,0.221,0.132,0.868,86,14,16.3%,87,22,25.3%,No Data,No Data,No Data,No Data
14K380,14,P.S. 380 John Wayne Elementary,false,K380,false,570,570,0,0,0.011,0.195,0.693,0,0.102,0.263,0.195,0.774,231,124,53.7%,232,122,52.6%,No Data,No Data,No Data,No Data
14K449,14,"Brooklyn Latin School, The",false,K049,false,698,0,0,698,0.55,0.122,0.119,0.079,0.13,0.023,0,0.597,No Data,No Data,No Data,No Data,No Data,No Data,194,96.4%,112,99.1%
14K454,14,The Williamsburg High School of Art and Technology,false,K049,false,302,0,0,302,0.033,0.225,0.675,0.013,0.053,0.248,0.238,0.785,No Data,No Data,No Data,No Data,No Data,No Data,41,82.9%,55,70.9%
14K474,14,PROGRESS High School for Professional Careers,false,K450,false,674,0,0,674,0.006,0.272,0.688,0.024,0.01,0.209,0.206,0.835,No Data,No Data,No Data,No Data,No Data,No Data,215,76.7%,273,78.0%
14K477,14,East Williamsburg Scholars Academy,false,K450,false,304,0,0,304,0.007,0.352,0.618,0.013,0.01,0.214,0.329,0.905,No Data,No Data,No Data,No Data,No Data,No Data,110,66.4%,153,68.6%
14K478,14,"The High School for Enterprise, Business and Technology",false,K450,false,831,0,0,831,0.06,0.302,0.594,0.019,0.024,0.161,0.116,0.858,No Data,No Data,No Data,No Data,No Data,No Data,215,81.9%,228,88.6%
14K488,14,Brooklyn Preparatory High School,false,K650,false,527,0,0,527,0.009,0.427,0.533,0.015,0.015,0.188,0.021,0.833,No Data,No Data,No Data,No Data,No Data,No Data,119,92.4%,121,91.7%
14K558,14,Williamsburg High School for Architecture and Design,false,K650,false,580,0,0,580,0.022,0.284,0.61,0.019,0.064,0.224,0.031,0.795,No Data,No Data,No Data,No Data,No Data,No Data,131,97.7%,136,94.1%
14K561,14,Williamsburg Preparatory School,false,K650,false,682,0,0,682,0.031,0.157,0.704,0.016,0.092,0.211,0.047,0.796,No Data,No Data,No Data,No Data,No Data,No Data,157,95.5%,176,94.9%
14K577,14,Conselyea Preparatory School,false,K017,false,488,0,488,0,0.025,0.055,0.555,0.004,0.361,0.191,0.043,0.494,431,268,62.2%,274,133,48.5%,No Data,No Data,No Data,No Data
14K582,14,M.S. 582,false,K196,false,294,0,294,0,0.01,0.241,0.718,0.014,0.017,0.323,0.126,0.83,249,93,37.3%,240,63,26.3%,No Data,No Data,No Data,No Data
14K586,14,Lyons Community School,false,K049,false,471,0,173,298,0.008,0.329,0.626,0.006,0.03,0.253,0.11,0.9,134,41,30.6%,138,8,5.8%,93,69.9%,74,78.4%
14K614,14,Young Women's Leadership School of Brooklyn,false,K147,false,382,0,157,225,0.034,0.461,0.432,0.026,0.047,0.194,0.086,0.793,122,48,39.3%,119,29,24.4%,68,97.1%,63,100.0%
15K088,15,J.H.S. 088 Peter Rouget,false,K088,false,1447,0,1447,0,0.196,0.126,0.567,0.012,0.099,0.233,0.139,0.789,1289,622,48.3%,1084,385,35.5%,No Data,No Data,No Data,No Data
15K136,15,I.S. 136 Charles O. Dewey,false,K136,false,506,0,506,0,0.091,0.026,0.826,0.008,0.049,0.235,0.368,0.927,466,137,29.4%,494,69,14.0%,No Data,No Data,No Data,No Data
15K146,15,"The Brooklyn New School, P.S. 146",false,K142,false,694,694,0,0,0.046,0.182,0.228,0.135,0.409,0.291,0.042,0.334,23,14,60.9%,22,13,59.1%,No Data,No Data,No Data,No Data
15K295,15,P.S. 295,false,K845,false,431,431,0,0,0.1,0.07,0.399,0.056,0.376,0.309,0.09,0.39,162,103,63.6%,162,118,72.8%,No Data,No Data,No Data,No Data
15K429,15,Digital Arts and Cinema Technology High School,false,K293,false,246,0,0,246,0.037,0.549,0.346,0.016,0.053,0.215,0.004,0.801,No Data,No Data,No Data,No Data,No Data,No Data,26,96.2%,42,81.0%
15K442,15,M.S. 442 Carroll Gardens School for Innovation,false,K280,false,302,0,302,0,0.089,0.142,0.295,0.036,0.437,0.341,0.036,0.328,227,154,67.8%,203,127,62.6%,No Data,No Data,No Data,No Data
15K443,15,New Voices School of Academic & Creative Arts,false,K845,false,580,0,580,0,0.064,0.074,0.293,0.041,0.528,0.221,0.017,0.284,530,449,84.7%,435,342,78.6%,No Data,No Data,No Data,No Data
15K447,15,The Math & Science Exploratory School,false,K655,false,545,0,545,0,0.11,0.114,0.204,0.04,0.532,0.239,0.011,0.272,407,346,85.0%,305,250,82.0%,No Data,No Data,No Data,No Data
15K448,15,Brooklyn Secondary School for Collaborative Studies,false,K142,false,684,0,295,389,0.026,0.346,0.45,0.025,0.152,0.295,0.054,0.654,79,20,25.3%,68,14,20.6%,91,76.9%,93,94.6%
15K462,15,John Jay School for Law,false,K460,false,436,0,0,436,0.023,0.633,0.289,0.028,0.028,0.186,0.032,0.78,No Data,No Data,No Data,No Data,No Data,No Data,79,79.7%,61,90.2%
15K463,15,Secondary School for Journalism,false,K460,false,268,0,0,268,0.067,0.466,0.369,0.011,0.086,0.19,0.142,0.854,No Data,No Data,No Data,No Data,No Data,No Data,60,63.3%,41,85.4%
15K464,15,Park Slope Collegiate,false,K460,false,690,0,250,440,0.046,0.338,0.42,0.026,0.17,0.225,0.071,0.655,180,79,43.9%,128,51,39.8%,78,82.1%,77,87.0%
15K497,15,The Boerum Hill School for International Studies,false,K293,false,723,0,437,286,0.04,0.3,0.231,0.068,0.361,0.207,0.072,0.454,346,236,68.2%,298,178,59.7%,64,64.1%,57,80.7%
15K592,15,Khalil Gibran International Academy,false,K806,false,226,0,0,226,0.177,0.358,0.08,0.062,0.323,0.19,0.372,0.819,No Data,No Data,No Data,No Data,No Data,No Data,72,77.8%,51,76.5%
15K656,15,Brooklyn High School of the Arts,false,K655,false,939,0,0,939,0.034,0.651,0.214,0.053,0.048,0.175,0.011,0.708,No Data,No Data,No Data,No Data,No Data,No Data,185,88.1%,223,94.6%
15K667,15,Sunset Park High School,false,K564,false,1216,0,0,1216,0.099,0.075,0.74,0.005,0.081,0.212,0.219,0.85,No Data,No Data,No Data,No Data,No Data,No Data,304,86.5%,306,79.7%
15K676,15,Red Hook Neighborhood School,false,K027,false,121,121,0,0,0.025,0.471,0.479,0.008,0.017,0.388,0.14,0.959,74,12,16.2%,77,16,20.8%,No Data,No Data,No Data,No Data
15K684,15,Millennium Brooklyn HS,false,K460,false,675,0,0,675,0.127,0.166,0.197,0.065,0.444,0.151,0.003,0.347,No Data,No Data,No Data,No Data,No Data,No Data,164,100.0%,119,100.0%
15K821,15,Sunset Park Prep,false,K136,false,533,0,533,0,0.189,0.021,0.758,0,0.032,0.235,0.189,0.927,505,199,39.4%,430,161,37.4%,No Data,No Data,No Data,No Data
