ADMISSION_YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,PROGRAM_TYPE,ADMISSION_STATUS,Asian,American Indian/Alaskan Native,Black/African American,Hispanic (any race),Native Hawaiian/Pacific Islander,Non-Hispanic 2 or More Races,Unknown,Nonresident Alien,White
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,45,6,421,135,1,57,32,91,358
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,45,6,419,135,1,57,32,90,358
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,31,3,224,70,1,30,16,64,196
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,3,2,42,23,0,6,2,4,41
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,3,2,42,23,0,6,2,4,41
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,0,13,4,0,3,1,1,21
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,26,4,187,62,0,23,31,74,135
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,26,4,187,62,0,23,31,74,133
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,24,2,153,54,0,20,26,66,106
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,1,0,13,4,0,2,3,0,20
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,1,0,13,4,0,2,3,0,20
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272710,800000052556,ERIE COMMUNITY COLLEGE-CITY CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,0,9,4,0,2,2,0,16
Fall of 2019,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,3,6,0,1,3,0,15
Fall of 2019,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,2,6,0,1,1,0,15
Fall of 2019,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,2,2,0,0,0,0,6
Fall of 2019,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,2,1,1,4,0,0,3,0,20
Fall of 2019,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,2,1,1,4,0,0,1,0,20
Fall of 2019,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,1,2,0,0,1,0,7
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,17,17,223,70,2,27,86,47,1042
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,13,14,151,57,0,21,61,29,894
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,6,6,65,23,0,9,33,19,447
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,2,1,11,5,0,0,19,6,78
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,1,1,8,3,0,0,16,3,67
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,1,0,1,0,0,9,2,19
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,14,4,76,25,0,26,33,16,396
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,14,4,76,25,0,26,33,16,396
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,10,4,66,24,0,22,31,10,338
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,1,1,2,2,0,0,2,0,22
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,1,1,1,1,0,0,2,0,22
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,0,2-Year,272720,800000052028,ERIE COMMUNITY COLLEGE-SOUTH CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,0,1,0,0,0,1,0,13
Fall of 2019,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,4
Fall of 2019,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,3
Fall of 2019,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,1
Fall of 2019,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,594,8,601,801,10,169,83,132,1985
Fall of 2013,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,285,3,179,306,5,73,19,116,1016
Fall of 2013,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,134,3,123,206,5,49,2,105,649
Fall of 2013,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,588,24,684,108,20,231,394,147,2352
Fall of 2014,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,261,13,190,45,6,98,95,126,1203
Fall of 2014,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,124,12,134,30,4,64,49,113,770
Fall of 2014,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,596,7,525,880,5,198,95,162,2057
Fall of 2015,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,259,5,123,322,3,86,24,144,925
Fall of 2015,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,136,4,76,211,3,56,0,139,616
Fall of 2015,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2015,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2015,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2015,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2015,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,582,11,513,980,15,174,98,136,1934
Fall of 2016,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,235,4,142,357,7,73,23,113,851
Fall of 2016,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,122,1,100,264,4,57,2,112,585
Fall of 2016,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,1,0,0,0,0,0,0,0,0
Fall of 2016,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,1,0,0,0,0,0,0,0,0
Fall of 2016,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,0,0,0,0,0,0,0,0
Fall of 2016,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,739,3,502,1013,10,217,65,165,1895
Fall of 2017,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,332,1,176,425,3,102,24,163,948
Fall of 2017,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,139,0,96,256,2,54,5,132,564
Fall of 2017,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,788,10,498,981,10,214,98,159,1661
Fall of 2018,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,397,1,176,477,4,96,40,157,992
Fall of 2018,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,164,1,100,296,0,57,4,113,590
Fall of 2018,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,31,NEW YORK,0,SUNY,0,PUBLIC,0,2-Year,273000,800000047770,FASHION INSTITUTE OF TECHNOLOGY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
